datahora,Geração Usinas CVU (MW),Geração Biomassa (MW),Geração Eólicas (MW),Geração Hidráulica não MRE (MW),Geração Hidráulica MRE (MW),PLD (R$/MWh),CMO (R$/MWh),Carga Global (MWh/H),Intercâmbio (MW),ENA Armazenável (MW)
2021-04-22 12:00,160.05448,6.275392,4.785253,1.719776,5.807300000000001,168.79,179.85000000000002,40603.735,6606.54,28322.01218556966
2021-04-22 13:00,160.264602,6.196556999999999,2.265583,1.782258,5.328205,171.48,183.205,41083.265,6651.597,28322.01218556966
2021-04-22 14:00,161.934357,5.7503079999999995,1.5343019999999998,1.7997649999999998,5.748018999999999,172.93,187.385,42043.108,6661.637,28322.01218556966
2021-04-22 15:00,160.757846,5.3095859999999995,7.330164,1.796052,5.916621,176.31,188.685,42696.9285,6103.872,28322.01218556966
2021-04-22 16:00,161.374683,6.308604,20.003794,1.78154,5.919779,176.61,190.64,43338.7245,5555.406,28322.01218556966
2021-04-22 17:00,162.16558,6.120331999999999,16.187185,1.781939,5.306284,176.7,191.635,43278.183000000005,5092.509,28322.01218556966
2021-04-22 18:00,161.768715,6.476499,7.8949169999999995,1.923562,5.849206,177.13,193.20999999999998,44922.1,4004.781,28322.01218556966
2021-04-22 19:00,157.229196,6.548869,7.105219,1.781903,5.44536,177.32,193.595,46529.7175,4201.899,28322.01218556966
2021-04-22 20:00,155.86919799999998,6.654972,7.492578,1.783463,5.288436,177.07,192.47500000000002,45365.826499999996,5412.835,28322.01218556966
2021-04-22 21:00,155.344472,6.224913,5.686491,1.840026,5.847924,175.4,190.905,44583.9745,5662.769,28322.01218556966
2021-04-22 22:00,162.495,6.131017,5.026637,1.7765639999999998,5.750300999999999,174.07,187.4,42752.7325,6467.417,28322.01218556966
2021-04-22 23:00,163.568704,6.275789,8.42966,1.7241989999999998,5.7496599999999995,169.69,180.85,40229.230500000005,6100.092,28322.01218556966
2021-04-23 00:00,164.123425,6.509919999999999,10.729756,1.7115449999999999,5.007517,165.02,180.385,37787.233,5835.79,28399.1484375
2021-04-23 01:00,93.527969,6.341298,4.324934,1.72088,4.886107,147.92,161.74,35783.3635,5945.17199999,28322.01218556966
2021-04-23 02:00,93.963093,5.954339,5.947738999999999,1.7823129999999998,4.90977,138.95,151.45,34211.539000000004,5919.563,28322.01218556966
2021-04-23 03:00,94.123136,6.32592,2.744755,1.778482,4.758833999999999,132.86,146.55,33409.25,5862.906,28322.01218556966
2021-04-23 04:00,94.44148,6.053732,2.28688,1.747771,4.760815,138.3,150.25,33234.9295,5926.141,28322.01218556966
2021-04-23 05:00,94.487414,6.308400000000001,2.514795,1.748066,4.909675,143.47,157.72,33672.671,6316.043,28322.01218556966
2021-04-23 06:00,165.981466,6.3540399999999995,2.9879849999999997,1.74776,4.9644449999999996,149.0,164.89,34850.473,7255.116,28322.01218556966
2021-04-23 07:00,164.790683,6.3196,1.278543,1.7427819999999998,5.003088,155.01,168.86,35916.914,7449.13699999,28322.01218556966
2021-04-23 08:00,163.295584,7.207542999999999,1.150682,1.7802449999999999,5.284223,166.21,178.39999999999998,38009.735,7699.211,28322.01218556966
2021-04-23 09:00,162.548178,7.2797089999999995,2.183526,1.723962,5.292536999999999,166.38,179.265,39335.9265,7420.628,28322.01218556966
2021-04-23 10:00,159.18300000000002,7.2607539999999995,1.183699,1.686013,5.00124,169.36,182.20499999999998,40183.0265,7571.19699999,28322.01218556966
2021-04-23 11:00,157.52700000000002,7.408169999999999,2.102411,1.6841579999999998,4.875553,169.18,181.915,40552.351500000004,7796.976,28322.01218556966
2021-04-23 12:00,161.040474,7.517335999999999,0.043673,1.7092589999999999,5.673579,168.75,182.065,40610.931500000006,7693.704,28322.01218556966
2021-04-23 13:00,160.68151699999999,7.509600000000001,0.0,1.682397,5.29666,171.52,185.10500000000002,40961.137,7804.837,28322.01218556966
2021-04-23 14:00,151.11,7.3385039999999995,0.229785,1.709851,5.854,174.89,188.81,41968.0285,7717.29899999,28322.01218556966
2021-04-23 15:00,154.422,7.487578999999999,0.896319,1.7090159999999999,5.899692,175.68,190.89499999999998,42730.96,7493.978,28322.01218556966
2021-04-23 16:00,160.537367,7.5383059999999995,6.26582,1.702605,5.291556,175.66,191.185,43267.717000000004,7820.924,28322.01218556966
2021-04-23 17:00,160.63124399999998,7.781629,7.482308,1.743631,4.905029,175.6,191.43,43108.443499999994,7505.711,28322.01218556966
2021-04-23 18:00,140.346,7.665439999999999,7.760066999999999,1.7106549999999998,5.69368,177.47,192.39999999999998,45036.544,6048.684,28322.01218556966
2021-04-23 19:00,161.024944,7.602468999999999,6.602437999999999,1.756684,4.999391999999999,176.25,191.735,46521.7895,6526.47,28322.01218556966
2021-04-23 20:00,160.971453,7.8269139999999995,4.215304,1.743852,4.9566859999999995,175.49,191.565,45089.197499999995,8186.71699999,28322.01218556966
2021-04-23 21:00,161.109564,7.782233,0.5910329999999999,1.730032,5.495661999999999,175.43,191.16,44253.888999999996,8181.796,28322.01218556966
2021-04-23 22:00,125.361361,7.957821999999999,0.32354299999999997,1.6934129999999998,5.00124,173.12,186.825,42717.682499999995,7982.498,28322.01218556966
2021-04-23 23:00,124.389591,8.425536,0.0,1.712786,4.958023,166.14,178.82999999999998,40611.166,7190.023,28322.01218556966
2021-04-24 00:00,86.29231899999999,8.095995,0.0,1.713636,4.168911,147.2,151.95499999999998,38361.9825,6647.767,27915.8125
2021-04-24 01:00,53.832918,8.927572,0.0,1.714658,4.137907,140.09,128.945,35977.015,6361.93099999,28322.01218556966
2021-04-24 02:00,43.737252999999995,7.914746999999999,0.0,1.714967,3.939637,128.7,118.53,34407.922999999995,6054.204,28322.01218556966
